full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Robbie Brady,30,695347200,1/14/1992,Premier League,2017/2018,Midfielder,Burnley,1279,618,661,Republic of Ireland,15,7,8,1,0,1,2,1,1,0,0,6,4,2,11,2,9,3,0,0.21,0.14,0.07,0,0.14,1279,0.77,116,85,426,640,0.21,181,92,-1,10
Robert Green,41,317001600,1/18/1980,Premier League,2017/2018,Goalkeeper,Huddersfield Town,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Robert Kenedy Nunes do Nascimento,25,823737600,2/8/1996,Premier League,2017/2018,Midfielder,Newcastle United,1030,504,526,Brazil,13,6,7,2,2,0,2,2,0,0,0,3,3,0,9,2,7,1,0,0.35,0.17,0.17,0.36,0,515,0.79,114,79,1030,515,0.09,109,69,-1,6
Roberto Firmino,30,686361600,10/2/1991,Premier League,2017/2018,Forward,Liverpool,2778,1456,1322,Brazil,37,18,19,15,8,7,7,3,4,1,0,17,12,5,30,7,23,1,0,0.71,0.23,0.49,0.49,0.48,185,0.97,93,75,2778,397,0.03,21,45,-1,2
Roberto Maximiliano Pereyra,31,663206400,1/7/1991,Premier League,2017/2018,Forward,Watford,1622,890,732,Argentina,32,17,15,5,4,1,2,2,0,0,0,6,4,2,30,16,14,3,0,0.39,0.11,0.28,0.4,0.12,324,1.66,54,51,541,811,0.17,61,120,-1,2
Rolando Aarons,26,816480000,11/16/1995,Premier League,2017/2018,Midfielder,Newcastle United,137,87,50,England,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.31,69,34,0,0,0,-1,-1,-1,18
Romelu Lukaku,28,737251200,5/13/1993,Premier League,2017/2018,Forward,Manchester United,2869,1491,1378,Belgium,34,18,16,16,10,6,7,4,3,0,1,16,11,5,25,8,17,4,0,0.72,0.22,0.5,0.6,0.39,179,0.78,115,84,717,410,0.13,19,52,-1,1
Rondon,32,621907200,9/16/1989,Premier League,2017/2018,Forward,West Bromwich Albion,2772,1340,1432,Venezuela,36,17,19,7,5,2,3,1,2,0,0,9,5,4,45,25,20,4,0,0.32,0.1,0.23,0.34,0.13,396,1.46,62,77,693,924,0.13,74,136,-1,1
Roque Mesa,32,613180800,6/7/1989,Premier League,2017/2018,Midfielder,Swansea City,757,470,287,Spain,11,6,5,0,0,0,0,0,0,0,0,2,2,0,13,6,7,3,0,0,0,0,0,0,0,1.55,58,69,252,0,0.36,327,336,-1,15
Ross Barkley,28,755049600,12/5/1993,Premier League,2017/2018,Midfielder,Chelsea,131,54,77,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,2.75,33,66,0,0,0,-1,-1,-1,17
Ruben Loftus-Cheek,25,822355200,1/23/1996,Premier League,2017/2018,Midfielder,Crystal Palace,1875,961,914,England,24,12,12,2,2,0,3,1,2,0,0,7,2,5,30,18,12,1,0,0.24,0.14,0.1,0.19,0,938,1.44,63,78,1875,625,0.05,148,89,-1,9
Ryan Bertrand,32,618278400,8/5/1989,Premier League,2017/2018,Defender,Southampton,3137,1607,1530,England,35,18,17,0,0,0,4,4,0,0,0,7,3,4,46,24,22,2,0,0.11,0.11,0,0,0,0,1.32,68,90,1569,784,0.06,318,121,87,24
Ryan Fraser,27,762048000,2/24/1994,Premier League,2017/2018,Midfielder,AFC Bournemouth,2009,989,1020,Scotland,26,14,12,5,4,1,3,2,1,0,0,3,2,1,36,15,21,0,0,0.36,0.13,0.22,0.36,0.09,402,1.61,56,77,0,670,0,77,104,-1,3
Ryan Shawcross,34,560304000,10/4/1987,Premier League,2017/2018,Defender,Stoke City,2372,1260,1112,England,27,14,13,1,0,1,1,0,1,0,0,5,3,2,38,20,18,2,0,0.08,0.04,0.04,0,0.08,2372,1.44,62,88,1186,2372,0.08,226,220,118,8
Sadio Mané,29,702864000,4/10/1992,Premier League,2017/2018,Forward,Liverpool,2207,1034,1173,Senegal,29,14,15,10,6,4,7,3,4,0,0,12,8,4,18,5,13,4,1,0.69,0.29,0.41,0.52,0.31,221,0.73,123,76,441,315,0.2,30,20,-1,3
Saido Berahino,28,744422400,8/4/1993,Premier League,2017/2018,Forward,Stoke City,484,274,210,England,15,10,5,0,0,0,1,1,0,0,1,3,2,1,13,4,9,0,0,0.19,0.19,0,0,0,0,2.42,37,32,0,484,0,314,63,-1,27
Sam Baldock,32,605923200,3/15/1989,Premier League,2017/2018,Forward,Brighton & Hove Albion,30,6,24,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,23
Sam Byram,28,748137600,9/16/1993,Premier League,2017/2018,Defender,West Ham United,246,103,143,England,5,3,2,0,0,0,0,0,0,0,0,1,1,0,7,1,6,1,0,0,0,0,0,0,0,2.56,35,49,246,0,0.37,-1,-1,-1,19
Sam Clucas,31,654220800,9/25/1990,Premier League,2017/2018,Midfielder,Swansea City,2045,963,1082,England,29,13,16,3,2,1,1,0,1,0,0,6,3,3,28,10,18,2,0,0.18,0.04,0.13,0.19,0.08,682,1.23,73,71,1023,2045,0.09,134,218,-1,4
Sam Field,23,894585600,5/8/1998,Premier League,2017/2018,Midfielder,West Bromwich Albion,540,275,265,England,10,4,6,1,1,0,0,0,0,0,0,3,2,1,6,4,2,3,0,0.17,0,0.17,0.33,0,540,1,90,54,180,0,0.5,106,328,-1,11
Sam Hughes,24,861062400,4/15/1997,Premier League,2017/2018,Midfielder,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sam McQueen,26,792028800,2/6/1995,Premier League,2017/2018,Defender,Southampton,142,13,129,England,7,2,5,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,22
Sam Vokes,32,624931200,10/21/1989,Premier League,2017/2018,Forward,Burnley,978,429,549,Wales,30,13,17,4,0,4,1,1,0,0,0,8,4,4,13,4,9,3,0,0.46,0.09,0.37,0,0.66,245,1.2,75,33,326,978,0.28,36,143,-1,3
Sandro Ramirez,26,805248000,7/9/1995,Premier League,2017/2018,Forward,Everton,276,176,100,Spain,8,5,3,0,0,0,0,0,0,0,0,2,2,0,6,2,4,0,0,0,0,0,0,0,0,1.96,46,35,0,0,0,308,385,-1,24
Scott Arfield,33,594345600,11/1/1988,Premier League,2017/2018,Midfielder,Burnley,1336,556,780,Canada,18,7,11,2,1,1,1,1,0,0,0,6,3,3,14,6,8,3,0,0.2,0.07,0.13,0.16,0.12,668,0.94,95,74,445,1336,0.2,132,175,-1,7
Scott Dann,34,540259200,2/14/1987,Premier League,2017/2018,Defender,Crystal Palace,1435,805,630,England,17,10,7,1,1,0,0,0,0,0,0,2,1,1,26,16,10,4,0,0.06,0,0.06,0.11,0,1435,1.63,55,84,359,0,0.25,203,359,157,11
Scott Malone,30,669859200,3/25/1991,Premier League,2017/2018,Defender,Huddersfield Town,1115,586,529,England,22,11,11,0,0,0,1,1,0,0,0,4,3,1,21,8,13,3,0,0.08,0.08,0,0,0,0,1.7,53,51,372,1115,0.24,408,165,165,10
Scott McTominay,25,850003200,12/8/1996,Premier League,2017/2018,Midfielder,Manchester United,629,457,172,England,13,7,6,0,0,0,0,0,0,0,0,6,5,1,3,2,1,2,0,0,0,0,0,0,0,0.43,210,48,315,0,0.29,242,302,-1,16
Sead Haksabanovic,22,925776000,5/4/1999,Premier League,2017/2018,Midfielder,West Ham United,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sead Kolašinac,28,740534400,6/20/1993,Premier League,2017/2018,Defender,Arsenal,2151,1106,1045,Bosnia and Herzegovina,27,14,13,2,2,0,4,4,0,0,0,10,7,3,27,13,14,3,0,0.25,0.17,0.08,0.16,0,1076,1.13,80,80,717,538,0.13,167,70,61,10
Séamus Coleman,33,592531200,10/11/1988,Premier League,2017/2018,Defender,Everton,1036,586,450,Republic of Ireland,12,7,5,0,0,0,1,0,1,0,0,4,3,1,12,5,7,0,0,0.09,0.09,0,0,0,0,1.04,86,86,0,1036,0,294,150,53,15
Sebastian Prödl,34,551232000,6/21/1987,Premier League,2017/2018,Defender,Watford,1568,781,787,Austria,21,11,10,0,0,0,0,0,0,0,0,6,3,3,25,13,12,5,0,0,0,0,0,0,0,1.43,63,75,314,0,0.29,344,286,117,22
Serge Aurier,29,725155200,12/24/1992,Premier League,2017/2018,Defender,Tottenham Hotspur,1429,657,772,Côte d'Ivoire,17,8,9,2,1,1,2,1,1,0,0,7,5,2,12,4,8,3,1,0.25,0.13,0.13,0.14,0.12,715,0.76,119,84,476,715,0.19,129,103,21,7
Sergio Aguero,33,581212800,6/2/1988,Premier League,2017/2018,Forward,Manchester City,1969,1190,779,Argentina,25,15,10,21,15,6,6,3,3,4,0,12,6,6,12,6,6,2,0,1.23,0.27,0.96,1.13,0.69,94,0.55,164,79,985,328,0.09,2,25,-1,1
Sergio Germán Romero,34,540950400,2/22/1987,Premier League,2017/2018,Goalkeeper,Manchester United,90,90,0,Argentina,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,22
Shane Duffy,30,694224000,1/1/1992,Premier League,2017/2018,Defender,Brighton & Hove Albion,3294,1603,1691,Republic of Ireland,37,18,19,0,0,0,1,1,0,0,0,9,4,5,51,23,28,8,0,0.03,0.03,0,0,0,0,1.39,65,89,412,3294,0.22,399,242,108,17
Shane Long,34,538272000,1/22/1987,Premier League,2017/2018,Forward,Southampton,1577,647,930,Republic of Ireland,30,14,16,2,1,1,1,0,1,0,0,7,2,5,25,10,15,6,0,0.17,0.06,0.11,0.14,0.1,789,1.43,63,53,263,1577,0.34,145,187,-1,6
Shinji Okazaki,35,513993600,4/16/1986,Premier League,2017/2018,Forward,Leicester City,1329,491,838,Japan,27,12,15,6,2,4,2,1,1,0,0,8,5,3,18,5,13,2,0,0.54,0.14,0.41,0.37,0.43,222,1.22,74,49,665,665,0.14,29,90,-1,3
Shkodran Mustafi,29,703468800,4/17/1992,Premier League,2017/2018,Defender,Arsenal,2273,1212,1061,Germany,27,15,12,3,2,1,1,1,0,0,0,10,7,3,29,14,15,6,0,0.16,0.04,0.12,0.15,0.08,758,1.15,78,84,379,2273,0.24,138,219,64,9
Simon Francis,36,477360000,2/16/1985,Premier League,2017/2018,Defender,AFC Bournemouth,2706,1412,1294,England,32,17,15,0,0,0,1,0,1,0,0,5,3,2,43,24,19,10,1,0.03,0.03,0,0,0,0,1.43,63,85,271,2706,0.33,390,244,115,19
Simon Mignolet,33,573609600,3/6/1988,Premier League,2017/2018,Goalkeeper,Liverpool,1710,720,990,Belgium,19,8,11,0,0,0,0,0,0,0,0,7,5,2,22,3,19,3,0,0,0,0,0,0,0,1.16,78,90,570,0,0.16,346,311,65,23
Sofiane Boufal,28,748224000,9/17/1993,Premier League,2017/2018,Midfielder,Southampton,1212,610,602,Morocco,26,14,12,2,1,1,2,0,2,0,0,4,3,1,23,10,13,1,0,0.3,0.15,0.15,0.15,0.15,606,1.71,53,47,1212,606,0.07,120,84,-1,8
Solomon March,27,774662400,7/20/1994,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,1841,806,1035,England,36,18,18,1,0,1,1,1,0,0,0,10,5,5,27,10,17,3,0,0.1,0.05,0.05,0,0.09,1841,1.32,68,51,614,1841,0.15,208,198,-1,6
Stefano Okaka,32,618624000,8/9/1989,Premier League,2017/2018,Forward,Watford,444,380,64,Italy,15,10,5,1,1,0,1,1,0,0,0,3,3,0,7,4,3,2,0,0.41,0.2,0.2,0.24,0,444,1.42,63,30,222,444,0.41,97,60,-1,9
Stephen Ireland,35,525052800,8/22/1986,Premier League,2017/2018,Midfielder,Stoke City,128,21,107,Republic of Ireland,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,2.11,43,32,128,0,0.7,-1,-1,-1,15
Stephen Ward,36,493344000,8/20/1985,Premier League,2017/2018,Defender,Burnley,2462,1292,1170,Republic of Ireland,28,15,13,1,0,1,1,0,1,0,0,10,7,3,24,7,17,1,0,0.07,0.04,0.04,0,0.08,2462,0.88,103,88,2462,2462,0.04,227,223,38,11
Steve Cook,30,672019200,4/19/1991,Premier League,2017/2018,Defender,AFC Bournemouth,2766,1307,1459,England,34,16,18,2,0,2,1,1,0,0,0,5,2,3,49,23,26,5,0,0.1,0.03,0.07,0,0.12,1383,1.59,56,81,553,2766,0.16,186,245,150,8
Steve Mounié,27,780796800,9/29/1994,Premier League,2017/2018,Forward,Huddersfield Town,1857,998,859,Benin,28,14,14,7,3,4,1,1,0,0,0,7,5,2,31,13,18,2,0,0.39,0.05,0.34,0.27,0.42,265,1.5,60,66,929,1857,0.1,43,200,-1,1
Steve Sidwell,39,408672000,12/14/1982,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Steven Davis,37,473385600,1/1/1985,Premier League,2017/2018,Midfielder,Southampton,1521,920,601,Northern Ireland,23,15,8,3,1,2,0,0,0,0,0,5,2,3,21,14,7,0,0,0.18,0,0.18,0.1,0.3,507,1.24,72,66,0,0,0,102,404,-1,5
Steven Defour,33,577065600,4/15/1988,Premier League,2017/2018,Midfielder,Burnley,2009,1046,963,Belgium,24,12,12,1,0,1,1,0,1,0,0,10,6,4,16,7,9,6,0,0.09,0.04,0.04,0,0.09,2009,0.72,126,84,335,2009,0.27,231,225,-1,9
Stuart Taylor,41,344217600,11/28/1980,Premier League,2017/2018,Goalkeeper,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sullay Kaikai,26,809395200,8/26/1995,Premier League,2017/2018,Midfielder,Crystal Palace,13,0,13,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,20
Sung-Yeung Ki,32,601603200,1/24/1989,Premier League,2017/2018,Midfielder,Swansea City,1869,1026,843,South Korea,25,13,12,2,2,0,2,1,1,0,0,6,5,1,28,11,17,2,0,0.19,0.1,0.1,0.18,0,935,1.35,67,75,935,935,0.1,152,126,-1,6
Tammy Abraham,24,875750400,10/2/1997,Premier League,2017/2018,Forward,Swansea City,1716,742,974,England,31,15,16,5,3,2,1,0,1,0,0,8,4,4,27,10,17,0,0,0.31,0.05,0.26,0.36,0.18,343,1.42,64,55,0,1716,0,65,205,-1,2
Tashan Oakley-Boothe,21,950486400,2/14/2000,Premier League,2017/2018,Midfielder,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Terence Kongolo,27,761184000,2/14/1994,Premier League,2017/2018,Defender,Huddersfield Town,1047,417,630,Netherlands,13,6,7,0,0,0,0,0,0,0,0,2,1,1,14,6,8,0,0,0,0,0,0,0,0,1.2,75,81,0,0,0,251,259,67,25
Theo Walcott,32,606009600,3/16/1989,Premier League,2017/2018,Forward,Everton,1216,650,566,England,20,11,9,3,3,0,3,1,2,0,0,5,4,1,17,6,11,2,0,0.44,0.22,0.22,0.42,0,405,1.26,72,61,608,405,0.15,81,51,-1,6
Thibaut Courtois,29,705542400,5/11/1992,Premier League,2017/2018,Goalkeeper,Chelsea,3150,1530,1620,Belgium,35,17,18,0,0,0,0,0,0,0,0,15,10,5,30,11,19,2,0,0,0,0,0,0,0,0.86,105,90,1575,0,0.06,351,255,32,23
Thomas Edwards,22,916963200,1/22/1999,Premier League,2017/2018,Defender,Stoke City,483,180,303,England,6,2,4,0,0,0,0,0,0,0,0,0,0,0,15,2,13,0,0,0,0,0,0,0,0,2.8,32,81,0,0,0,247,298,175,13
Tiemoué Bakayoko,27,777081600,8/17/1994,Premier League,2017/2018,Midfielder,Chelsea,2124,801,1323,France,29,13,16,2,0,2,2,1,1,0,0,14,8,6,17,6,11,5,1,0.17,0.08,0.08,0,0.14,1062,0.72,125,73,425,1062,0.21,171,164,-1,12
Tim Krul,33,576028800,4/3/1988,Premier League,2017/2018,Goalkeeper,Brighton & Hove Albion,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Timothy Fosu-Mensah,24,883699200,1/2/1998,Premier League,2017/2018,Defender,Crystal Palace,1594,874,720,Netherlands,21,13,8,0,0,0,0,0,0,0,0,2,2,0,29,12,17,2,0,0,0,0,0,0,0,1.64,55,76,797,0,0.11,396,357,159,25
Toby Alderweireld,32,604800000,3/2/1989,Premier League,2017/2018,Defender,Tottenham Hotspur,1177,547,630,Belgium,14,7,7,0,0,0,0,0,0,0,0,6,3,3,11,7,4,3,0,0,0,0,0,0,0,0.84,107,84,392,0,0.23,369,366,29,22
Tom Carroll,29,707011200,5/28/1992,Premier League,2017/2018,Midfielder,Swansea City,2569,1232,1337,England,37,19,18,0,0,0,4,3,1,0,0,9,5,4,37,16,21,3,0,0.14,0.14,0,0,0,0,1.3,69,69,856,642,0.11,354,94,-1,21
Tom Cleverley,32,618883200,8/12/1989,Premier League,2017/2018,Midfielder,Watford,1905,907,998,England,23,11,12,1,1,0,2,1,1,0,1,6,2,4,28,17,11,3,1,0.14,0.09,0.05,0.1,0,1905,1.32,68,83,635,953,0.14,213,148,-1,13
Tom Davies,23,899164800,6/30/1998,Premier League,2017/2018,Midfielder,Everton,1899,1089,810,England,33,18,15,2,2,0,1,1,0,0,0,10,7,3,21,9,12,7,0,0.14,0.05,0.09,0.17,0,950,1,90,58,271,1899,0.33,164,203,-1,9
Tom Heaton,35,513907200,4/15/1986,Premier League,2017/2018,Goalkeeper,Burnley,306,126,180,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1.18,77,77,0,0,0,341,251,66,12
Tom Ince,29,696729600,1/30/1992,Premier League,2017/2018,Midfielder,Huddersfield Town,2456,1350,1106,England,33,18,15,2,2,0,0,0,0,0,0,9,7,2,37,17,20,0,0,0.07,0,0.07,0.13,0,1228,1.36,66,74,0,0,0,187,347,-1,5
Tom Smith,29,703209600,4/14/1992,Premier League,2017/2018,Defender,Huddersfield Town,1907,925,982,England,24,11,13,0,0,0,1,0,1,0,0,7,4,3,30,15,15,7,0,0.05,0.05,0,0,0,0,1.42,64,79,272,1907,0.33,404,196,114,22
Tomer Hemed,34,546912000,5/2/1987,Premier League,2017/2018,Forward,Brighton & Hove Albion,848,420,428,Israel,16,7,9,2,2,0,2,2,0,0,0,7,4,3,8,3,5,0,0,0.42,0.21,0.21,0.43,0,424,0.85,106,53,0,424,0,89,53,-1,5
Trent Alexander-Arnold,23,907718400,10/7/1998,Premier League,2017/2018,Defender,Liverpool,1576,865,711,England,19,10,9,1,1,0,1,1,0,0,0,9,7,2,15,3,12,3,0,0.11,0.06,0.06,0.1,0,1576,0.86,105,83,525,1576,0.17,202,180,31,10
Trevoh Chalobah,22,931132800,7/5/1999,Premier League,2017/2018,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Troy Deeney,33,583545600,6/29/1988,Premier League,2017/2018,Forward,Watford,1841,927,914,England,29,15,14,5,5,0,2,1,1,3,2,6,4,2,26,12,14,2,1,0.34,0.1,0.24,0.49,0,368,1.27,71,63,614,921,0.15,68,128,-1,3
Tyrese Campbell,22,946339200,12/28/1999,Premier League,2017/2018,Forward,Stoke City,75,49,26,England,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2.4,38,19,0,0,0,-1,-1,-1,18
Tyrone Mings,28,731980800,3/13/1993,Premier League,2017/2018,Defender,AFC Bournemouth,202,90,112,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,4,1,3,1,0,0,0,0,0,0,0,1.78,51,51,202,0,0.45,-1,-1,-1,18
Uwe Hünemeier,36,505612800,1/9/1986,Premier League,2017/2018,Defender,Brighton & Hove Albion,17,17,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,15
Vicente Iborra De La Fuente,33,569289600,1/16/1988,Premier League,2017/2018,Midfielder,Leicester City,1415,675,740,Spain,19,9,10,3,0,3,0,0,0,0,0,5,2,3,23,10,13,0,0,0.19,0,0.19,0,0.36,472,1.46,62,74,0,0,0,100,300,-1,5
Victor Moses,31,660960000,12/12/1990,Premier League,2017/2018,Midfielder,Chelsea,2118,941,1177,Nigeria,28,12,16,3,1,2,3,3,0,0,0,13,9,4,18,5,13,3,0,0.25,0.13,0.13,0.1,0.15,706,0.76,118,76,706,706,0.13,133,106,-1,7
Victor Nilsson Lindelöf,27,774403200,7/17/1994,Premier League,2017/2018,Defender,Manchester United,1281,674,607,Sweden,17,8,9,0,0,0,0,0,0,0,0,6,3,3,13,5,8,1,0,0,0,0,0,0,0,0.91,99,75,1281,0,0.07,243,380,44,19
Victor Wanyama,30,677808000,6/25/1991,Premier League,2017/2018,Midfielder,Tottenham Hotspur,838,332,506,Kenya,18,8,10,1,0,1,0,0,0,0,0,8,5,3,9,6,3,2,0,0.11,0,0.11,0,0.18,838,0.97,93,47,419,0,0.21,144,395,-1,10
Vincent Janssen,27,771638400,6/15/1994,Premier League,2017/2018,Forward,Tottenham Hotspur,0,0,0,Netherlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Vincent Kompany,35,513475200,4/10/1986,Premier League,2017/2018,Defender,Manchester City,1397,540,857,Belgium,17,6,11,1,1,0,1,0,1,0,0,7,2,5,12,6,6,6,0,0.13,0.06,0.06,0.17,0,1397,0.77,116,82,233,1397,0.39,205,176,22,13
Virgil van Dijk,30,678931200,7/8/1991,Premier League,2017/2018,Defender,Liverpool,2253,1170,1083,Netherlands,26,13,13,0,0,0,0,0,0,0,0,9,6,3,26,11,15,1,0,0,0,0,0,0,0,1.04,87,87,2253,0,0.04,292,312,54,18
Wayne Hennessey,34,538444800,1/24/1987,Premier League,2017/2018,Goalkeeper,Crystal Palace,2430,1170,1260,Wales,27,13,14,0,0,0,0,0,0,0,0,7,4,3,40,15,25,1,0,0,0,0,0,0,0,1.48,61,90,2430,0,0.04,393,363,131,18
Wayne Rooney,36,498960000,10/24/1985,Premier League,2017/2018,Forward,Everton,2283,1213,1070,England,31,17,14,10,6,4,2,2,0,3,3,8,6,2,32,15,17,5,0,0.47,0.08,0.39,0.45,0.34,228,1.26,71,74,457,1142,0.2,32,166,-1,1
Wayne Routledge,37,473904000,1/7/1985,Premier League,2017/2018,Midfielder,Swansea City,421,180,241,England,15,8,7,0,0,0,0,0,0,0,0,4,1,3,11,6,5,1,0,0,0,0,0,0,0,2.35,38,28,421,0,0.21,323,391,-1,23
Wes Morgan,37,443491200,1/21/1984,Premier League,2017/2018,Defender,Leicester City,2818,1378,1440,Jamaica,32,16,16,0,0,0,0,0,0,0,0,6,4,2,50,20,30,4,0,0,0,0,0,0,0,1.6,56,88,705,0,0.13,335,306,152,22
Wesley Hoedt,27,762912000,3/6/1994,Premier League,2017/2018,Defender,Southampton,2520,990,1530,Netherlands,28,11,17,0,0,0,1,1,0,0,0,5,1,4,38,13,25,7,0,0.04,0.04,0,0,0,0,1.36,66,90,360,2520,0.25,267,224,94,20
Wilfredo Daniel Caballero,40,370483200,9/28/1981,Premier League,2017/2018,Goalkeeper,Chelsea,270,180,90,Argentina,3,2,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,20
Wilfried Guemiand Bony,33,597715200,12/10/1988,Premier League,2017/2018,Forward,Swansea City,704,373,331,Côte d'Ivoire,15,7,8,2,1,1,0,0,0,0,0,4,3,1,8,5,3,2,0,0.26,0,0.26,0.24,0.27,352,1.02,88,47,352,0,0.26,64,310,-1,8
Wilfried Zaha,29,721353600,11/10/1992,Premier League,2017/2018,Midfielder,Crystal Palace,2550,1350,1200,Côte d'Ivoire,29,15,14,9,7,2,3,2,1,0,0,9,4,5,31,20,11,5,0,0.42,0.11,0.32,0.47,0.15,283,1.09,82,88,510,850,0.18,49,119,-1,2
Will Hughes,26,798076800,4/17/1995,Premier League,2017/2018,Midfielder,Watford,995,505,490,England,15,8,7,2,1,1,3,3,0,0,0,4,3,1,15,7,8,0,0,0.45,0.27,0.18,0.18,0.18,498,1.36,66,66,0,332,0,104,28,-1,7
Willian,33,587088000,8/9/1988,Premier League,2017/2018,Forward,Chelsea,1883,1026,857,Brazil,36,18,18,6,2,4,7,3,4,1,0,16,10,6,16,9,7,1,0,0.62,0.33,0.29,0.18,0.42,314,0.76,118,52,1883,269,0.05,55,12,-1,5
Winston Reid,33,583891200,7/3/1988,Premier League,2017/2018,Defender,West Ham United,1454,900,554,New Zealand,17,10,7,0,0,0,0,0,0,0,0,5,4,1,26,15,11,5,0,0,0,0,0,0,0,1.61,56,86,291,0,0.31,382,379,154,25
Xherdan Shaqiri,30,687052800,10/10/1991,Premier League,2017/2018,Midfielder,Stoke City,3049,1494,1555,Switzerland,36,18,18,8,4,4,7,4,3,0,1,6,3,3,56,26,30,5,0,0.44,0.21,0.24,0.24,0.23,381,1.65,54,85,610,436,0.15,71,54,-1,1
Yannick Bolasie Yala,32,611971200,5/24/1989,Premier League,2017/2018,Forward,Everton,855,440,415,Congo DR,16,7,9,1,1,0,0,0,0,0,0,4,3,1,14,4,10,0,0,0.11,0,0.11,0.2,0,855,1.47,61,53,0,0,0,142,308,-1,11
Yohan Benalouane,34,543888000,3/28/1987,Premier League,2017/2018,Defender,Leicester City,90,90,0,Tunisia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,13
Yohan Cabaye,35,506044800,1/14/1986,Premier League,2017/2018,Midfielder,Crystal Palace,2388,1157,1231,France,31,15,16,0,0,0,1,1,0,0,0,7,3,4,36,15,21,7,0,0.04,0.04,0,0,0,0,1.36,66,77,341,2388,0.26,244,221,-1,12
Younes Kaboul,36,505180800,1/4/1986,Premier League,2017/2018,Defender,Watford,151,90,61,France,2,1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,1.79,50,76,0,0,0,-1,-1,-1,25
